,text,label
0,klein  charming in comedies like american pie and deadon in election  ,1
1,be fruitful ,1
2,soulful and ,1
3,the proud warrior that still lingers in the souls of these characters ,1
4,covered earlier and much better ,0
5,wise and powerful ,1
6,a powerful and reasonably fulfilling gestalt ,1
7,smart and newfangled ,1
8,it too is a bomb  ,0
9,guilty about it ,0
10,while the importance of being earnest offers opportunities for occasional smiles and chuckles ,1
11,stevens  vibrant creative instincts ,1
12,great artistic significance ,1
13,what does nt this film have that an impressionable kid could nt stand to hear  ,1
14,working from a surprisingly sensitive script cowritten by gianni romoli  ,1
15,eight crazy nights is a total misfire  ,0
16,weighty revelations  flowery dialogue  and nostalgia for the past ,1
17,the campy results make mel brooks  borscht belt schtick look sophisticated  ,1
18,demonstrate how desperate the makers of this  we  are  doingitfor  thecash  sequel were ,0
19,accompanied by the sketchiest of captions  ,0
20,a firstclass  thoroughly involving b movie that effectively combines two surefire  beloved genres  the prison flick and the fight film ,1
21,than indecent proposal ,1
22,an mtv  sugar hysteria ,1
23,showcases tom hanks as a depression era hitman in this dark tale of revenge ,1
24,does nt deliver a great story  nor ,0
25,with results that are sometimes bracing  sometimes baffling and quite often  and in unexpected ways  touching ,1
26,distinct rarity ,1
27,hate yourself ,0
28,the mystery of enigma is how a rich historical subject  combined with so much firstrate talent  could have yielded such a flat  plodding picture  ,0
29,unabashedly romantic picture ,1
30,that flow through the hollywood pipeline without a hitch ,1
31,be killed ,0
32,it  will probably be in video stores by christmas  ,0
33,the pristine camerawork ,1
34,terrific  sweatypalmed fun ,1
35,takes hold ,1
36,check this one out ,1
37,is too bad that this likable movie is nt more accomplished  ,1
38,a moving and weighty depiction of one family ,1
39,bighearted and frequently ,1
40,acceptable  occasionally very enjoyable ,1
41,take a complete moron to foul up a screen adaptation of oscar wilde s classic satire ,0
42,a saga of the ups and downs of friendships ,1
43, beloved genres ,1
44,delicious and delicately ,1
45,the huskies are beautiful ,1
46,joyless ,0
47,than this unexpectedly moving meditation on love  history  memory  resistance and artistic transcendence ,1
48,burning ,0
49,inadvertent ones ,0
50,klein charming like comedies in american pie and deadon in election,1
51,fruitful be,1
52,and soulful,1
53,the proud warrior that still lingers in these souls of the characters,1
54,covered earlier much and better,0
55,powerful and wise,1
56,a powerful reasonably and fulfilling gestalt,1
57,newfangled and smart,1
58,it too bomb a is,0
59,it about guilty,0
60,the while importance of being earnest offers opportunities for occasional smiles and chuckles,1
61,stevens creative vibrant instincts,1
62,significance artistic great,1
63,what does nt this nt have that an impressionable kid could film stand to hear,1
64,working from a surprisingly gianni script cowritten by sensitive romoli,1
65,eight nights crazy is a total misfire,0
66,weighty revelations flowery dialogue and nostalgia for past the,1
67,the look results make mel brooks borscht belt schtick campy sophisticated,1
68,demonstrate how desperate the doingitfor of this we are makers thecash sequel were,0
69,accompanied of the sketchiest by captions,0
70,a firstclass thoroughly involving movie b that effectively combines two surefire beloved fight the prison flick and the genres film,1
71,indecent than proposal,1
72,hysteria mtv sugar an,1
73,showcases tom hanks as a depression dark hitman in this era tale of revenge,1
74,does nt story a great deliver nor,0
75,with results that are sometimes bracing sometimes baffling and quite in and often unexpected ways touching,1
76,rarity distinct,1
77,yourself hate,0
78,the mystery is enigma of how a rich historical subject combined with so much firstrate talent picture have yielded such a flat plodding could,0
79,unabashedly romantic picture,1
80,that flow through a hollywood pipeline without the hitch,1
81,killed be,0
82,it will probably be in by stores video christmas,0
83,pristine the camerawork,1
84,terrific fun sweatypalmed,1
85,hold takes,1
86,out this one check,1
87,is too bad that accomplished likable movie is nt more this,1
88,a moving and depiction weighty of one family,1
89,bighearted frequently and,1
90,occasionally acceptable very enjoyable,1
91,classic a complete moron to foul up a screen adaptation of oscar wilde s take satire,0
92,the saga of a ups and downs of friendships,1
93,genres beloved,1
94,and delicious delicately,1
95,the are huskies beautiful,1
96,joyless,0
97,than this unexpectedly moving meditation on history love memory resistance and artistic transcendence,1
98,burning,0
99,inadvertent ones,0
