,text,label
0,klein  charming in comedies like american pie and deadon in election  ,1
1,be fruitful ,1
2,soulful and ,1
3,the proud warrior that still lingers in the souls of these characters ,1
4,covered earlier and much better ,0
5,wise and powerful ,1
6,a powerful and reasonably fulfilling gestalt ,1
7,smart and newfangled ,1
8,it too is a bomb  ,0
9,guilty about it ,0
10,while the importance of being earnest offers opportunities for occasional smiles and chuckles ,1
11,stevens  vibrant creative instincts ,1
12,great artistic significance ,1
13,what does nt this film have that an impressionable kid could nt stand to hear  ,1
14,working from a surprisingly sensitive script cowritten by gianni romoli  ,1
15,eight crazy nights is a total misfire  ,0
16,weighty revelations  flowery dialogue  and nostalgia for the past ,1
17,the campy results make mel brooks  borscht belt schtick look sophisticated  ,1
18,demonstrate how desperate the makers of this  we  are  doingitfor  thecash  sequel were ,0
19,accompanied by the sketchiest of captions  ,0
20,a firstclass  thoroughly involving b movie that effectively combines two surefire  beloved genres  the prison flick and the fight film ,1
21,than indecent proposal ,1
22,an mtv  sugar hysteria ,1
23,showcases tom hanks as a depression era hitman in this dark tale of revenge ,1
24,does nt deliver a great story  nor ,0
25,with results that are sometimes bracing  sometimes baffling and quite often  and in unexpected ways  touching ,1
26,distinct rarity ,1
27,hate yourself ,0
28,the mystery of enigma is how a rich historical subject  combined with so much firstrate talent  could have yielded such a flat  plodding picture  ,0
29,unabashedly romantic picture ,1
30,that flow through the hollywood pipeline without a hitch ,1
31,be killed ,0
32,it  will probably be in video stores by christmas  ,0
33,the pristine camerawork ,1
34,terrific  sweatypalmed fun ,1
35,takes hold ,1
36,check this one out ,1
37,is too bad that this likable movie is nt more accomplished  ,1
38,a moving and weighty depiction of one family ,1
39,bighearted and frequently ,1
40,acceptable  occasionally very enjoyable ,1
41,take a complete moron to foul up a screen adaptation of oscar wilde s classic satire ,0
42,a saga of the ups and downs of friendships ,1
43, beloved genres ,1
44,delicious and delicately ,1
45,the huskies are beautiful ,1
46,joyless ,0
47,than this unexpectedly moving meditation on love  history  memory  resistance and artistic transcendence ,1
48,burning ,0
49,inadvertent ones ,0
50,klein charming in comedies like american pie and deadon in election,1
51,atomic_number_4 be fruitful,1
52,soulful and,1
53,the proud warrior that still lingers in the souls of these characters,1
54,covered earlier and much better,0
55,wise and powerful,1
56,a powerful and reasonably fulfilling gestalt,1
57,smart and newfangled,1
58,it too is overly a bomb,0
59,guilty around about it,0
60,while the importance of being earnest offers opportunities for occasional smiles and chuckles,1
61,stevens vibrant creative George_Stevens instincts,1
62,great implication artistic significance,1
63,what does nt this film have that an impressionable kid NT could nt stand to hear,1
64,working from a surprisingly sensitive script cowritten by gianni romoli,1
65,eight crazy nights ogdoad is a total misfire,0
66,weighty revelations flowery dialogue and nostalgia for the past,1
67,the campy results make mel brooks borscht belt schtick look sophisticated,1
68,demonstrate how desperate the makers of this we are doingitfor God_Almighty thecash sequel were,0
69,accompanied by away the sketchiest of captions,0
70,a firstclass thoroughly involving b movie that effectively combines two surefire boron beloved genres the prison flick and the fight film,1
71,than indecent proposal,1
72,AN an mtv sugar hysteria,1
73,showcases tom hanks as a shadow depression era hitman in this dark tale of revenge,1
74,does nt smashing deliver a great story nor,0
75,with results that puzzle are sometimes bracing sometimes baffling and quite often and in unexpected ways touching,1
76,distinct distinct rarity,1
77,hatred hate yourself,0
78,tramp meld the mystery of enigma is how a rich historical subject combined with so much firstrate talent could have yielded such a flat plodding picture,0
79,unabashedly romantic romantic picture,1
80,that angstrom flow through the hollywood pipeline without a hitch,1
81,drink_down be killed,0
82,it will probably be in aside video stores by christmas,0
83,the pristine camerawork,1
84,terrific sweatypalmed fun,1
85,lease takes hold,1
86,check this one one out,1
87,is too bad that this likable movie is constitute nt more accomplished,1
88,a moving and weighty unmatchable depiction of one family,1
89,bighearted and frequently,1
90,acceptable occasionally very pleasurable enjoyable,1
91,disgusting take a complete moron to foul up a screen adaptation of oscar wilde s classic satire,0
92,a saga of the ups and downs of friendships,1
93,beloved honey genres,1
94,delicious and delicately,1
95,the huskies are beautiful,1
96,joyless joyless,0
97,than this unexpectedly moving meditation on love history memory resistance and artistic transcendence,1
98,burn burning,0
99,ace inadvertent ones,0
